egoid,SelfEsteem_1,Trust_1,SRQE_Ext_1,SRQE_Introj_1,SRQE_Ident_1,SRQE_Intrin_1,selsa_rom_1,selsa_fam_1,selsa_soc_1,SelfEff_exercise_scale_1,SelfEff_diet_scale_1,selfreg_scale_1
36939,38.0,3.1666667,2.25,4.25,5.5,5.25,1.511670005804676e-09,-1.2259557304047914e-09,3.637826958962293e-10,77.388885,54.310345,2.9166667
59592,31.0,3.6666667,1.0,2.75,5.25,4.5,0.96095496,-0.15412229,-0.36566582,40.833332,29.827587,2.9166667
22897,35.0,3.5,3.0,4.75,6.0,5.75,1.511670005804676e-09,-1.2259557304047914e-09,3.637826958962293e-10,54.722221,60.517242,2.25
89652,47.0,3.1666667,1.0,1.0,3.25,4.0,-0.071979813,-0.2089095,-0.85759979,96.111115,42.172413,1.75
28724,36.0,3.1666667,1.0,4.0,5.0,4.0,-1.6721231,-0.70376343,-0.68610728,43.722221,46.862068,2.0
92895,35.0,3.3333333,5.25,6.0,6.5,6.5,1.1981477,-0.58934611,-0.83803099,39.055557,35.931034,2.3333333
69831,38.0,3.8333333,1.0,5.0,6.75,6.0,-0.41646814,-0.6235081,-0.77446502,70.555557,59.482758,2.0
59178,41.0,3.0,1.0,4.0,7.0,7.0,0.82822067,-0.73826003,-0.74438381,81.611115,60.896553,1.0833334
50072,28.0,3.5,1.0,3.25,6.0,4.5,1.511670005804676e-09,-1.2259557304047914e-09,3.637826958962293e-10,73.611115,69.689651,1.8333334
44927,36.0,3.5,1.5,4.0,5.75,4.25,1.0787356,-0.25540528,-0.8709982,50.444443,29.344828,2.0833333
71894,24.0,3.0,1.0,2.25,5.75,5.0,0.91951793,2.6769178,1.6915828,31.666666,43.068966,3.1666667
76790,38.0,2.8333333,1.75,3.5,5.0,5.0,1.511670005804676e-09,-1.2259557304047914e-09,3.637826958962293e-10,95.833336,78.103447,1.8333334
78428,33.0,3.5,1.0,3.75,5.75,6.5,1.511670005804676e-09,-1.2259557304047914e-09,3.637826958962293e-10,86.5,54.689655,2.6666667
66676,34.0,2.8333333,1.5,3.0,6.25,6.0,1.511670005804676e-09,-1.2259557304047914e-09,3.637826958962293e-10,81.0,69.0,2.3333333
95930,36.0,3.5,2.25,3.25,5.5,5.0,1.511670005804676e-09,-1.2259557304047914e-09,3.637826958962293e-10,63.5,38.689655,2.0833333
70962,42.0,3.6666667,3.75,2.25,2.75,2.5,1.511670005804676e-09,-1.2259557304047914e-09,3.637826958962293e-10,22.222221,17.586206,2.5833333
12738,26.0,3.0,1.0,1.5,4.25,4.5,-1.7694757,4.7105317,0.6539827,38.333332,26.241379,2.0
29647,22.0,2.5,1.75,5.0,5.25,3.0,1.511670005804676e-09,-1.2259557304047914e-09,3.637826958962293e-10,20.82353,37.310345,2.6666667
27111,39.0,3.0,1.25,3.25,6.0,5.75,0.36904371,-0.67900485,-0.77813202,68.833336,63.241379,1.8333334
30453,39.0,1.6666666,1.0,4.0,6.75,6.75,0.9169094,-1.2226806,3.6640887,67.277779,68.827583,1.0833334
58219,23.0,3.5,1.5,4.5,4.25,2.5,1.511670005804676e-09,-1.2259557304047914e-09,3.637826958962293e-10,47.555557,43.448277,2.4166667
28377,22.0,3.6666667,1.75,6.5,7.0,7.0,1.511670005804676e-09,-1.2259557304047914e-09,3.637826958962293e-10,59.055557,48.0,3.4166667
80177,46.0,3.3333333,1.0,6.5,7.0,6.0,1.0388857,-0.38296351,-0.30753398,66.0,34.206898,2.1666667
18677,36.0,3.3333333,2.25,5.25,7.0,5.5,1.511670005804676e-09,-1.2259557304047914e-09,3.637826958962293e-10,73.388885,52.827587,2.0833333
66047,28.0,2.8333333,1.0,1.0,3.25,4.0,-1.5541056,2.5522232,-0.97555989,61.722221,83.620689,2.3333333
58682,37.0,3.3333333,2.25,3.5,5.0,5.0,1.511670005804676e-09,-1.2259557304047914e-09,3.637826958962293e-10,43.666668,43.793102,2.25
81199,35.0,2.6666667,3.75,2.25,6.75,6.25,1.511670005804676e-09,-1.2259557304047914e-09,3.637826958962293e-10,69.111115,56.275864,2.6666667
85679,36.0,3.1666667,1.0,3.0,5.25,5.0,-1.2381083,-0.52350587,1.5557224,49.166668,56.379311,2.5
79834,36.0,3.3333333,1.25,4.25,4.0,4.75,1.1257639,0.3798576,-0.97954005,35.222221,58.379311,2.0833333
93471,39.0,3.1666667,3.25,5.75,7.0,5.25,-1.6721231,-0.70376343,-0.68610728,65.5,37.0,2.5
19538,41.0,3.6666667,1.5,5.0,6.5,6.0,0.83158505,0.26730725,-0.95140958,59.5,14.448276,1.6666666
14595,22.0,2.0,2.0,3.5,5.75,5.25,1.511670005804676e-09,-1.2259557304047914e-09,3.637826958962293e-10,61.388889,60.724136,3.4166667
38052,41.0,3.6666667,2.0,3.25,5.75,5.0,1.511670005804676e-09,-1.2259557304047914e-09,3.637826958962293e-10,74.833336,39.275864,1.6666666
33133,40.0,2.5,1.0,2.25,6.75,6.0,0.72713268,-0.37694117,5.1735635,59.111111,21.482759,3.0833333
40021,40.0,3.5,2.25,4.5,5.5,5.25,1.511670005804676e-09,-1.2259557304047914e-09,3.637826958962293e-10,56.777779,57.724136,2.4166667
27141,33.0,2.6666667,1.0,3.75,6.25,3.0,-1.1812061,-0.4870612,2.3373971,48.444443,18.137932,3.5833333
93858,40.0,2.6666667,2.0,2.75,5.75,5.25,0.56411642,-0.60823822,-0.49332091,68.277779,20.275862,2.0
47810,43.0,3.6666667,2.25,2.0,6.5,6.75,0.90425265,-0.63480026,-0.79685187,58.611111,74.0,2.3333333
58196,46.0,3.3333333,1.0,3.75,6.75,5.5,0.98012221,-0.73103732,-0.25311157,69.944443,76.551727,1.75
42773,43.0,2.8333333,1.0,2.5,5.5,4.5,1.085103,4.6238909,0.67699212,79.444443,59.034481,2.3333333
72152,42.0,3.1666667,1.0,5.0,6.75,6.25,0.62431133,-0.74572682,-0.017297646,83.055557,51.034481,2.0833333
76663,33.0,3.0,1.5,4.5,6.25,5.5,1.511670005804676e-09,-1.2259557304047914e-09,3.637826958962293e-10,41.888889,77.758621,2.25
48224,31.0,2.3333333,1.25,2.75,5.5,4.5,0.6297189,-0.80685192,0.27207536,40.222221,29.793104,2.6666667
30137,38.0,2.5,1.0,3.75,5.5,5.25,1.511670005804676e-09,-1.2259557304047914e-09,3.637826958962293e-10,44.388889,33.137932,2.75
68318,40.0,2.8333333,1.25,3.5,5.5,5.75,1.511670005804676e-09,-1.2259557304047914e-09,3.637826958962293e-10,57.0,51.310345,2.25
62246,46.0,3.1666667,2.5,4.0,5.5,4.25,-1.0865526,1.2335581,-0.34926704,44.444443,43.517242,2.5
69496,25.0,3.8333333,2.75,6.0,5.75,5.25,0.19392103,3.3021057,-1.4370267,93.0,89.724136,1.9166666
61028,40.0,2.5,1.0,3.5,6.0,6.0,1.511670005804676e-09,-1.2259557304047914e-09,3.637826958962293e-10,91.333336,56.551723,2.0
55424,30.0,2.8333333,5.5,6.75,5.5,5.75,0.77303904,-0.041169785,0.6992442,64.277779,34.137932,2.1666667
17581,34.0,3.0,1.0,4.0,7.0,7.0,-1.1450584,0.39847192,-0.17935757,85.611115,33.172413,2.25
23576,44.0,3.3333333,2.0,2.25,6.25,6.5,0.89910191,-0.14747384,-0.12266763,77.111115,64.310349,1.75
57842,38.0,3.6666667,1.5,4.5,5.75,5.0,1.511670005804676e-09,-1.2259557304047914e-09,3.637826958962293e-10,54.888889,23.965517,2.5
17522,35.0,2.5,1.0,2.75,6.25,6.25,1.511670005804676e-09,-1.2259557304047914e-09,3.637826958962293e-10,55.388889,55.448277,1.8333334
55685,43.0,3.1666667,1.75,4.5,6.0,6.25,1.511670005804676e-09,-1.2259557304047914e-09,3.637826958962293e-10,84.333336,65.689651,1.6666666
74079,41.0,2.8333333,1.0,5.25,6.75,5.75,1.511670005804676e-09,-1.2259557304047914e-09,3.637826958962293e-10,54.388889,63.068966,2.3333333
97833,40.0,3.3333333,1.75,3.25,6.5,5.0,-1.2025663,0.64483482,-0.20531085,62.5,44.034481,2.1666667
11992,20.0,1.6666666,2.25,4.0,5.75,4.25,1.511670005804676e-09,-1.2259557304047914e-09,3.637826958962293e-10,96.944443,54.931034,4.0833335
93485,50.0,3.3333333,4.25,4.5,6.25,6.25,-0.95900381,-0.66487199,-0.74072981,79.111115,77.896553,2.0
34402,31.0,2.8333333,1.0,3.25,4.25,5.25,-0.23698771,-0.64655477,-0.76206917,45.944443,80.172417,2.25
62617,45.0,3.6666667,1.0,3.75,6.25,5.5,-1.4871596,-0.6293065,-0.7329309,73.166664,53.137932,1.5833334
42137,39.0,3.6666667,1.75,5.0,6.0,4.0,0.76528001,-1.0696273,1.346308,59.5,53.206898,2.9166667
37305,33.0,3.1666667,1.25,4.5,4.75,4.0,0.32692942,1.9196097,-1.248359,54.277779,55.172413,2.1666667
48013,41.0,3.0,1.0,4.5,7.0,7.0,0.48904985,0.010903636,0.070507422,90.0,81.724136,2.1666667
44447,44.0,2.6666667,1.0,1.5,4.0,2.25,-1.5875715,-0.7511133,-0.44937995,42.611111,30.896551,1.8333334
14571,39.0,3.0,1.0,1.0,5.25,5.25,0.67773765,-0.29552439,2.2538528,76.777779,85.0,2.0
69057,35.0,2.5,1.5,4.5,5.25,5.25,-0.74818385,-0.68621832,0.5407455,64.888885,25.068966,3.25
49125,27.0,2.6666667,1.0,5.5,6.5,5.25,1.511670005804676e-09,-1.2259557304047914e-09,3.637826958962293e-10,44.222221,33.896553,2.8333333
66629,47.0,3.3333333,1.0,3.5,5.75,3.5,1.0742455,-0.27635634,-0.8690871,55.888889,59.655174,2.5
83542,42.0,2.8333333,1.0,2.75,4.25,3.0,-1.6104686,-0.67894447,-0.70171517,29.055555,53.655174,3.0833333
18222,47.0,3.0,1.0,4.25,5.75,5.25,1.511670005804676e-09,-1.2259557304047914e-09,3.637826958962293e-10,59.111111,23.517241,1.9166666
39738,40.0,2.3333333,4.0,5.5,6.75,5.75,-1.6355411,-0.4424445,0.82535011,33.222221,9.8965521,1.75
26858,33.0,2.8333333,1.0,4.75,6.75,4.75,-1.692917,0.13679318,-0.028781682,64.444443,35.172413,1.8333334
70552,37.0,3.8333333,1.0,2.75,5.0,3.75,1.511670005804676e-09,-1.2259557304047914e-09,3.637826958962293e-10,61.611111,49.0,3.0833333
38826,28.0,2.5,4.0,4.0,4.0,4.0,1.511670005804676e-09,-1.2259557304047914e-09,3.637826958962293e-10,14.055555,9.3448277,2.8333333
93504,35.0,2.6666667,2.5,4.0,7.0,7.0,1.511670005804676e-09,-1.2259557304047914e-09,3.637826958962293e-10,58.70705702286115,51.86570104858757,2.2795390894957985
64232,46.0,3.5,1.0,3.5,5.5,5.5,-1.620882,-0.92204785,0.62370896,48.944443,44.034481,1.75
37404,38.0,2.5,1.0,4.25,5.0,4.0,-1.237005,0.30666497,0.39239329,46.277779,43.862068,2.4166667
25961,32.0,3.1666667,1.0,3.0,6.25,5.75,-1.0323356,-0.51818818,-0.74561363,61.111111,40.137932,2.3333333
87330,30.0,2.5,2.0,4.75,6.0,4.75,1.511670005804676e-09,-1.2259557304047914e-09,3.637826958962293e-10,13.277778,27.551723,3.0833333
92028,28.0,1.3333334,1.75,6.5,7.0,6.75,-1.1651819,0.86749744,0.60547954,81.611115,70.172417,2.6666667
82248,34.0,3.3333333,1.0,2.75,4.0,3.25,1.511670005804676e-09,-1.2259557304047914e-09,3.637826958962293e-10,56.888889,65.965515,2.1666667
28824,34.0,2.8333333,2.25,1.75,2.75,3.75,0.80969942,-0.87154013,1.3386317,30.666666,52.620689,2.25
11482,41.0,3.1666667,1.75,3.5,6.0,5.5,-0.27290955,1.081324,0.22457734,33.611111,29.827587,2.0
69936,31.0,3.1666667,4.25,4.75,4.75,4.5,0.57293558,2.343637,0.75012344,53.666668,48.862068,3.3333333
91320,43.0,3.3333333,2.5,3.5,5.75,6.0,1.511670005804676e-09,-1.2259557304047914e-09,3.637826958962293e-10,53.666668,62.448277,2.3333333
37001,41.0,3.6666667,1.0,3.5,6.0,5.75,1.511670005804676e-09,-1.2259557304047914e-09,3.637826958962293e-10,66.055557,48.310345,2.0833333
70492,48.0,3.6666667,1.0,3.75,6.5,6.25,0.98954564,-0.63689214,-0.80183357,66.111115,74.344826,2.75
95543,45.0,3.8333333,1.5,3.75,5.0,4.0,1.511670005804676e-09,-1.2259557304047914e-09,3.637826958962293e-10,27.222221,51.86570104858757,2.6666667
21380,43.0,4.0,2.25,3.75,4.5,4.5,1.511670005804676e-09,-1.2259557304047914e-09,3.637826958962293e-10,40.611111,42.862068,2.25
67106,36.0,3.6666667,1.0,2.5,5.75,5.75,-1.6721231,-0.70376343,-0.68610728,62.444443,91.241379,2.1666667
25495,45.0,3.1666667,1.0,3.0,2.5,2.5,-1.6275144,0.28187522,-0.10708371,46.111111,56.172413,1.8333334
26581,48.0,3.1666667,1.0,4.0,7.0,7.0,-1.3380561,0.0074550537,-0.80848336,83.277779,79.448273,1.3333334
66642,39.0,2.6666667,1.0,1.75,6.0,4.75,-1.7038672,-0.26609346,0.002873813,62.0,38.827587,2.5
83612,31.0,2.5,3.25,3.75,5.25,4.0,0.58943409,-0.08341369,-0.36856568,47.888889,48.551723,2.9166667
63954,42.0,2.3333333,1.0,4.0,4.75,5.0,1.511670005804676e-09,-1.2259557304047914e-09,3.637826958962293e-10,21.0,34.551723,1.5833334
20665,47.0,2.8333333,2.75,5.25,5.5,5.25,1.19631,-0.42276278,-0.86467183,50.222221,23.896551,2.25
19122,40.0,2.8333333,1.0,1.75,5.5,5.75,0.28163528,0.30040073,0.091183834,63.444443,66.034485,2.5833333
99978,46.0,3.5,4.5,5.0,7.0,7.0,-1.276613,-0.68402547,-0.70495373,78.333336,65.862068,2.0833333
92566,49.0,4.1666665,2.0,4.25,6.25,5.75,0.72101367,-0.41237125,-0.84834141,79.722221,83.827583,1.4166666
39414,32.0,3.0,1.5,5.5,6.25,5.25,0.98684764,-0.28725821,0.18714669,62.222221,54.344826,2.1666667
35987,35.0,2.6666667,2.0,4.25,3.5,2.0,1.0512002,-0.61207318,-0.81744146,19.722221,11.24138,2.4166667
66655,42.0,3.3333333,2.75,2.0,5.0,2.5,0.3160558,0.61130643,-0.73939538,59.444443,59.827587,1.8333334
10547,36.0,3.6666667,1.0,4.0,6.75,6.75,0.84749192,0.20483741,-0.37193373,53.888889,34.379311,2.0
46373,46.0,3.3333333,1.75,4.0,6.0,4.25,-0.68193549,-0.69501579,-0.73295361,63.555557,64.586205,2.8333333
79341,38.0,3.3333333,3.5,4.0,4.75,5.0,0.57039136,0.50017023,2.3696039,63.833332,55.896553,2.25
19591,48.0,3.3333333,2.0,4.25,6.75,6.75,1.511670005804676e-09,-1.2259557304047914e-09,3.637826958962293e-10,72.055557,70.103447,1.8333334
83536,45.0,3.0,1.5,3.25,6.75,6.75,0.91957194,-0.76156729,-0.23167557,52.277779,47.344826,2.1666667
66682,46.0,3.6666667,1.0,2.75,5.0,4.75,-1.6721231,-0.70376343,-0.68610728,74.777779,66.724136,2.0
88337,43.0,3.6666667,2.5,2.75,4.25,4.25,0.51792467,-0.12322839,-0.38424352,37.222221,48.965519,2.5
67608,43.0,3.5,1.0,2.75,6.75,6.25,0.430105,-0.29155812,-0.85601169,52.0,65.275864,1.9166666
19735,44.0,3.5,1.75,5.5,5.75,5.5,-1.6354712,0.023705779,-0.039145548,55.833332,55.586208,2.1666667
42513,43.0,3.5,1.0,3.75,5.75,5.5,-1.3362082,-0.15868235,-0.78016961,47.5,41.379311,3.4166667
64595,46.0,3.6666667,1.0,3.5,5.75,4.0,-1.516965,-0.35242572,-0.48566204,45.222221,41.0,2.4166667
85134,33.0,3.3333333,6.75,3.0,5.75,5.75,1.511670005804676e-09,-1.2259557304047914e-09,3.637826958962293e-10,100.0,80.517242,1.25
51952,46.0,3.3333333,3.5,4.5,6.25,5.5,-1.7387668,-0.16674437,0.51432884,81.388885,31.689655,2.0
28837,34.0,3.5,1.0,4.75,5.25,5.5,-1.1906852,0.027341465,1.5118594,46.277779,43.379311,2.4166667
46266,30.0,2.8333333,4.5,4.75,5.0,4.75,0.59801537,-0.41492546,0.71798509,28.333334,47.620689,2.5833333
61289,46.0,3.0,1.0,1.0,3.25,3.0,0.94969195,-0.5220387,-0.80224037,18.055555,45.931034,2.0833333
18743,37.0,3.3333333,3.0,6.25,7.0,6.25,0.40936702,-0.28269032,0.19900076,86.722221,62.413792,2.3333333
13647,42.0,3.0,1.0,2.75,5.5,5.75,1.511670005804676e-09,-1.2259557304047914e-09,3.637826958962293e-10,41.055557,73.379311,3.4166667
59207,42.0,2.8333333,1.5,4.0,6.5,5.75,1.1179184,0.24359736,-1.0090529,56.388889,46.724136,2.0
48946,41.0,3.5,1.25,2.75,5.75,5.5,0.60328913,-0.036964606,0.11525843,84.444443,85.344826,1.9166666
86083,38.0,2.3333333,1.5,1.75,5.642857142857143,5.5,1.511670005804676e-09,-1.2259557304047914e-09,3.637826958962293e-10,62.5,57.586208,2.75
96613,43.0,2.5,1.0,4.0,5.5,6.5,-1.7181835,-0.95129979,0.886594,50.5,43.931034,2.0
49014,35.0,2.8333333,1.25,1.0,1.5,1.25,1.511670005804676e-09,-1.2259557304047914e-09,3.637826958962293e-10,5.5555553,59.310345,2.5833333
50766,43.0,3.3333333,2.0,3.25,5.0,4.75,-0.45517159,0.41696417,0.096861474,64.611115,50.620689,2.1666667
71089,36.0,4.1666665,1.75,3.25,4.25,4.0,0.87682903,-0.65751064,1.2930262,43.111111,30.482759,2.1666667
80980,43.0,3.3333333,2.0,4.5,6.25,5.5,-0.73442888,-0.89204729,0.54474229,51.666668,55.137932,2.0
29115,39.0,3.3333333,1.5,1.75,6.0,6.25,-0.078954868,-0.46771985,-0.28027314,74.222221,60.517242,2.25
98462,47.0,2.6666667,1.0,2.75,5.75,5.5,0.61773753,-0.23228545,-0.30950761,76.388885,66.724136,1.75
94455,34.0,3.5,2.5,5.25,6.25,5.5,0.53136349,0.33459681,0.90144634,76.055557,49.793102,2.4166667
11148,37.0,3.0,1.0,3.75,6.0,6.0,-1.5251653,-0.68059045,-0.70502394,83.055557,82.241379,1.9166666
88384,39.0,2.1666667,2.0,2.25,4.0,3.25,1.0474544,-0.67451614,1.7988356,58.722221,37.310345,3.1666667
60904,43.0,3.1666667,2.25,5.5,6.25,4.75,1.511670005804676e-09,-1.2259557304047914e-09,3.637826958962293e-10,58.777779,70.120003,2.1666667
64302,35.0,2.0,3.25,4.25,5.0,4.75,0.94261092,0.059348494,1.3437209,40.277779,38.068966,2.4166667
51882,35.0,3.0,1.8132867132867132,3.7482517482517483,5.642857142857143,5.211538461538462,1.511670005804676e-09,-1.2259557304047914e-09,3.637826958962293e-10,58.70705702286115,51.86570104858757,3.1666667
54200,43.0,4.0,1.0,1.0,1.0,3.75,1.511670005804676e-09,-1.2259557304047914e-09,3.637826958962293e-10,86.555557,3.3448277,3.5833333
22688,46.0,3.5,1.0,2.75,6.75,6.0,1.1419008,-0.67529023,-0.53305018,46.333332,45.724136,1.75
38815,38.0,2.1666667,2.5,5.0,5.75,5.0,0.96066284,-0.69354284,0.47994715,54.166668,45.111111,2.75
34525,39.0,3.1666667,1.5,2.5,5.5,6.25,0.67752272,0.19190951,1.1561892,80.944443,77.896553,1.6666666
68404,37.0,3.3333333,2.5,4.25,4.75,4.25,1.511670005804676e-09,-1.2259557304047914e-09,3.637826958962293e-10,42.777779,49.655174,2.5
71836,44.0,3.3333333,1.0,5.5,6.25,5.25,-0.35643524,-0.11446405,-0.85109872,80.222221,72.275864,1.5833334
12748,32.0,3.3333333,1.0,3.0,6.0,4.75,0.96069527,1.8583692,1.1186228,50.0,16.413794,1.4166666
33445,38.0,2.8333333,1.0,4.0,5.5,4.75,1.511670005804676e-09,-1.2259557304047914e-09,3.637826958962293e-10,94.166664,51.52,2.6666667
83078,26.0,3.0,1.5,5.0,5.0,3.5,0.43143946,2.8756728,-0.34881878,43.555557,27.413794,2.8333333
72160,44.0,1.8333334,1.0,1.0,6.5,6.25,0.48380563,-0.35849336,-0.81162089,82.888885,30.965517,2.0
55569,31.0,3.3333333,1.0,1.0,6.0,6.0,1.511670005804676e-09,-1.2259557304047914e-09,3.637826958962293e-10,16.444445,37.517242,2.9166667
72885,45.0,3.0,2.25,5.0,5.75,5.5,-1.3462048,0.66232574,-0.91243285,48.055557,27.206896,2.3333333
47006,42.0,2.5,2.5,5.25,4.75,2.75,0.7566756,-0.69109643,-0.069129661,37.166668,22.862068,3.0
36574,41.0,2.8333333,2.0,4.25,5.75,5.5,-1.1035165,-0.68857664,-0.71697485,52.555557,48.620689,2.1666667
71193,37.0,2.1666667,1.75,5.0,5.0,4.5,0.30725977,-0.34625727,2.0090678,55.833332,52.724136,3.0
44070,45.0,2.8333333,1.25,3.5,7.0,7.0,1.511670005804676e-09,-1.2259557304047914e-09,3.637826958962293e-10,53.722221,32.137932,3.1666667
49010,47.0,3.6666667,1.5,3.5,7.0,6.5,0.018731069,-0.75718606,-0.2346475,53.888889,53.793102,2.0
98760,44.0,3.3333333,1.0,6.0,5.75,4.5,-1.6984596,-0.32721856,0.29224679,43.388889,69.275864,2.0
95374,30.0,3.3333333,1.0,1.75,1.75,3.5,1.0968505,-0.02272162,0.76930612,37.833332,37.586208,2.5833333
71985,39.0,3.1666667,2.5,4.75,6.25,5.5,0.67209142,-0.85754508,0.29891163,21.944445,61.206898,1.9166666
43125,35.0,2.5,2.25,5.0,6.0,4.25,0.64528435,-0.70702392,-0.31411484,35.722221,33.689655,2.0833333
98117,40.0,3.1666667,1.0,2.0,4.5,3.75,-1.196841,-0.62881929,0.84829068,46.666668,43.827587,2.1666667
22989,40.0,3.6666667,1.0,2.5,5.75,6.25,1.511670005804676e-09,-1.2259557304047914e-09,3.637826958962293e-10,84.944443,80.344826,2.0833333
24883,46.0,3.5,1.0,1.75,5.0,5.5,-1.6721231,-0.70376343,-0.68610728,91.5,62.275864,1.75
20650,37.0,2.3333333,1.25,3.5,4.75,3.75,1.511670005804676e-09,-1.2259557304047914e-09,3.637826958962293e-10,29.833334,35.413792,3.0833333
19460,44.0,3.5,1.75,2.0,6.0,6.0,0.62560302,-0.7143662,0.76940477,67.888885,65.931038,2.0
66815,38.0,3.8333333,1.0,4.25,5.5,5.25,0.66168463,-0.52777642,-0.53437036,70.722221,34.0,1.8333334
89161,43.0,3.3333333,1.5,5.0,6.75,6.25,0.65867019,-0.23869328,-0.62146723,66.888885,68.206894,2.0833333
54956,33.0,3.3333333,1.25,3.25,4.25,2.5,1.511670005804676e-09,-1.2259557304047914e-09,3.637826958962293e-10,26.833334,62.793102,3.3333333
14847,34.0,2.5,1.75,3.25,5.0,5.5,-1.650867,-0.82538146,1.1312529,33.111111,41.931034,2.8333333
85453,42.0,3.5,1.0,3.5,6.0,6.0,1.511670005804676e-09,-1.2259557304047914e-09,3.637826958962293e-10,84.444443,43.862068,1.8333334
19827,30.0,2.8333333,2.0,5.75,7.0,3.75,1.511670005804676e-09,-1.2259557304047914e-09,3.637826958962293e-10,85.055557,30.931034,2.9166667
31121,41.0,3.5,1.0,2.5,5.75,3.75,1.511670005804676e-09,-1.2259557304047914e-09,3.637826958962293e-10,38.611111,69.862068,2.0833333
38683,32.0,2.5,1.0,4.5,5.75,5.25,-0.90042973,0.13664697,1.2031556,51.055557,41.344826,2.0833333
82918,40.0,3.0,1.5,3.5,5.75,6.0,0.93111795,-0.30775145,-0.85252279,60.0,73.517242,1.3333334
43382,37.0,3.5,2.25,4.25,4.25,3.75,-1.5468172,-0.2194135,-0.50866497,39.166668,83.758621,3.0
44344,21.0,1.8333334,3.0,4.5,5.5,6.25,1.511670005804676e-09,-1.2259557304047914e-09,3.637826958962293e-10,76.111115,57.689655,1.5833334
94215,37.0,2.1666667,3.0,5.0,6.5,5.25,1.511670005804676e-09,-1.2259557304047914e-09,3.637826958962293e-10,50.222221,29.620689,2.75
80675,19.0,4.5,2.0,6.0,6.0,5.5,0.91328216,2.4974728,3.886519,95.0,97.241379,1.5833334
57144,41.0,2.8333333,1.0,1.5,5.0,3.0,1.511670005804676e-09,-1.2259557304047914e-09,3.637826958962293e-10,38.5,28.931034,2.1666667
94662,36.0,3.6666667,1.0,3.25,4.25,2.5,1.511670005804676e-09,-1.2259557304047914e-09,3.637826958962293e-10,43.722221,42.931034,2.0
98700,45.0,3.5,1.5,4.0,6.75,6.75,0.32295269,-0.67542994,-0.52194196,65.222221,40.034481,1.5833334
